SFM Id,Allergens,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98
87149, Ingredient 615, Ingredient 2023, Ingredient 5236, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87153, Ingredient 1607, Ingredient 7086, Ingredient 8469, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87155, Ingredient 201, Ingredient 1605, Ingredient 1997, Ingredient 5405, Ingredient 5467, Ingredient 6416, Ingredient 7737, Ingredient 9314, Ingredient 13891, Ingredient 38080, Ingredient 83935, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87156, Ingredient 201, Ingredient 607, Ingredient 1590, Ingredient 1605, Ingredient 5405, Ingredient 5467, Ingredient 6416, Ingredient 7737, Ingredient 9314, Ingredient 13891, Ingredient 28559, Ingredient 38080, Ingredient 61707, Ingredient 83935, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87161, Ingredient 1604, Ingredient 2023, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87162, Ingredient 124, Ingredient 1605, Ingredient 2023, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87166, Ingredient 1594, Ingredient 7086, Ingredient 8140, Ingredient 9342, Ingredient 24050, Ingredient 133714, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87167, Ingredient 1605, Ingredient 6509, Ingredient 8469, Ingredient 9308, Ingredient 41609, Ingredient 51508, Ingredient 61707, Ingredient 1598, Ingredient 2270, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87172, Ingredient 5986, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87174, Ingredient 201, Ingredient 1605, Ingredient 9275, Ingredient 35361, Ingredient 83935, Ingredient 124, Ingredient 136, Ingredient 205, Ingredient 614, Ingredient 800, Ingredient 1453, Ingredient 1588, Ingredient 1594, Ingredient 1602, Ingredient 1610, Ingredient 1613, Ingredient 1827, Ingredient 1995, Ingredient 1997, Ingredient 2023, Ingredient 2042, Ingredient 2737, Ingredient 3799, Ingredient 5405, Ingredient 5560, Ingredient 6416, Ingredient 7737, Ingredient 9300, Ingredient 9310, Ingredient 9314, Ingredient 9315, Ingredient 9341, Ingredient 9344, Ingredient 9357, Ingredient 11996, Ingredient 12344, Ingredient 13891, Ingredient 24061, Ingredient 28559, Ingredient 38080, Ingredient 44465, Ingredient 68258, Ingredient 94128, Ingredient 95438, Ingredient 132762, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87179, Ingredient 459, Ingredient 7086, Ingredient 51508, Ingredient 139053, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87181, Ingredient 1613, Ingredient 1628, Ingredient 3793, Ingredient 5986, Ingredient 7086, Ingredient 8469, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87183, Ingredient 240, Ingredient 1598, Ingredient 1605, Ingredient 3793, Ingredient 4550, Ingredient 6096, Ingredient 7086, Ingredient 9338, Ingredient 10541, Ingredient 33173, Ingredient 61707, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87187, Ingredient 7086, Ingredient 1605, Ingredient 51508, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87188, Ingredient 201, Ingredient 9308, Ingredient 9314, Ingredient 9338, Ingredient 28559, Ingredient 44465, Ingredient 134800, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87190, Ingredient 201, Ingredient 459, Ingredient 33173, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87192, Ingredient 201, Ingredient 204, Ingredient 213, Ingredient 5248, Ingredient 9315, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87196, Ingredient 62, Ingredient 263, Ingredient 144962, Ingredient 9276, Ingredient 9277, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87198, Ingredient 104, Ingredient 201, Ingredient 227, Ingredient 1530, Ingredient 2134, Ingredient 5467, Ingredient 7086, Ingredient 8469, Ingredient 9456, Ingredient 24061, Ingredient 33172, Ingredient 83935, Ingredient 131996, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87199, Ingredient 1605, Ingredient 2023, Ingredient 9275, Ingredient 12522, Ingredient 26137, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87201, Ingredient 800, Ingredient 2023, Ingredient 9274, Ingredient 9335, Ingredient 26137, Ingredient 33172, Ingredient 83935, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87202, Ingredient 134800, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87203, Ingredient 1588, Ingredient 1601, Ingredient 1605, Ingredient 2008, Ingredient 3793, Ingredient 4550, Ingredient 9312, Ingredient 9358, Ingredient 10537, Ingredient 10541, Ingredient 12522, Ingredient 19352, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87205, Ingredient 1586, Ingredient 1597, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87206, Ingredient 201, Ingredient 5467, Ingredient 83935, Ingredient 215, Ingredient 257, Ingredient 800, Ingredient 1596, Ingredient 1605, Ingredient 1613, Ingredient 1997, Ingredient 5405, Ingredient 6416, Ingredient 7454, Ingredient 7737, Ingredient 9276, Ingredient 9277, Ingredient 9314, Ingredient 10541, Ingredient 13891, Ingredient 28559, Ingredient 38080, Ingredient 44465, Ingredient 61707, Ingredient 73771, Ingredient 95438, Ingredient 130118, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87208, Ingredient 201, Ingredient 5467, Ingredient 83935, Ingredient 62, Ingredient 607, Ingredient 1588, Ingredient 1964, Ingredient 1997, Ingredient 2009, Ingredient 3962, Ingredient 5248, Ingredient 5405, Ingredient 6416, Ingredient 7431, Ingredient 7737, Ingredient 9276, Ingredient 9277, Ingredient 9314, Ingredient 9351, Ingredient 13891, Ingredient 24061, Ingredient 28559, Ingredient 38080, Ingredient 44465, Ingredient 73771, Ingredient 95438, Ingredient 1605, Ingredient 1827, Ingredient 8469, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87210, Ingredient 201, Ingredient 5467, Ingredient 83935, Ingredient 62, Ingredient 459, Ingredient 1453, Ingredient 1589, Ingredient 1590, Ingredient 1598, Ingredient 1605, Ingredient 1613, Ingredient 1826, Ingredient 1827, Ingredient 1997, Ingredient 2195, Ingredient 5236, Ingredient 5405, Ingredient 6416, Ingredient 7737, Ingredient 9276, Ingredient 9277, Ingredient 9314, Ingredient 13891, Ingredient 28559, Ingredient 38080, Ingredient 44465, Ingredient 73771, Ingredient 81751, Ingredient 95438, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87211, Ingredient 1590, Ingredient 1601, Ingredient 1609, Ingredient 3793, Ingredient 19352, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87212, Ingredient 754, Ingredient 1586, Ingredient 1601, Ingredient 1605, Ingredient 1609, Ingredient 3793, Ingredient 6509, Ingredient 7086, Ingredient 9315, Ingredient 9337, Ingredient 9344, Ingredient 33172, Ingredient 41609, Ingredient 61707, Ingredient 68258, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87213, Ingredient 5986, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87215, Ingredient 5926, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87216, Ingredient 1597, Ingredient 5986, Ingredient 9116, Ingredient 9308, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87219, Ingredient 800, Ingredient 1605, Ingredient 1609, Ingredient 3793, Ingredient 4550, Ingredient 9344, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87225, Ingredient 1601, Ingredient 1605, Ingredient 1609, Ingredient 3793, Ingredient 4550, Ingredient 5236, Ingredient 7086, Ingredient 10541, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87227, Ingredient 1607, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87229, Ingredient 6416, Ingredient 7737, Ingredient 9314, Ingredient 9338, Ingredient 33173, Ingredient 41609, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87230, Ingredient 3793, Ingredient 7086, Ingredient 103637, Ingredient 124737, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87233, Ingredient 1589, Ingredient 1592, Ingredient 2042, Ingredient 4550, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87237, Ingredient 1601, Ingredient 2023, Ingredient 9300, Ingredient 2269, Ingredient 213, Ingredient 227, Ingredient 1607, Ingredient 6841, Ingredient 8469, Ingredient 8512, Ingredient 9276, Ingredient 9277, Ingredient 9314, Ingredient 9351, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87240, Ingredient 201, Ingredient 5467, Ingredient 83935, Ingredient 215, Ingredient 1588, Ingredient 1605, Ingredient 1613, Ingredient 28559, Ingredient 44465, Ingredient 73771, Ingredient 95438, Ingredient 5405, Ingredient 6416, Ingredient 7737, Ingredient 13891, Ingredient 38080, Ingredient 1997, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87242, Ingredient 800, Ingredient 2042, Ingredient 68271, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87245, Ingredient 144962, Ingredient 1605, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87246, Ingredient 1605, Ingredient 3793, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87247, Ingredient 1453, Ingredient 9308, Ingredient 82031, Ingredient 124737, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87248, Ingredient 124, Ingredient 201, Ingredient 1586, Ingredient 1588, Ingredient 1589, Ingredient 144962, Ingredient 1609, Ingredient 6509, Ingredient 9116, Ingredient 9300, Ingredient 9308, Ingredient 9315, Ingredient 9338, Ingredient 28559, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87251, Ingredient 1995, Ingredient 8139, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87252, Ingredient 1590, Ingredient 1605, Ingredient 1609, Ingredient 2023, Ingredient 7086, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87255, Ingredient 7086, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87257, Ingredient 1605, Ingredient 2023, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87259, Ingredient 8376, Ingredient 9116, Ingredient 28559, Ingredient 44465, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87260, Ingredient 201, Ingredient 5467, Ingredient 83935, Ingredient 607, Ingredient 1589, Ingredient 1604, Ingredient 1605, Ingredient 2023, Ingredient 7454, Ingredient 9276, Ingredient 9277, Ingredient 24061, Ingredient 28559, Ingredient 61707, Ingredient 73771, Ingredient 95438, Ingredient 130118, Ingredient 1613, Ingredient 5405, Ingredient 6416, Ingredient 7737, Ingredient 13891, Ingredient 38080, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87262, Ingredient 1588, Ingredient 5823, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87263, Ingredient 1589, Ingredient 69227, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87264, Ingredient 201, Ingredient 800, Ingredient 1592, Ingredient 1598, Ingredient 1605, Ingredient 1615, Ingredient 5468, Ingredient 5986, Ingredient 9308, Ingredient 10541, Ingredient 12522, Ingredient 28559, Ingredient 44465, Ingredient 75701, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87266, Ingredient 9312, Ingredient 124, Ingredient 3793, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87269, Ingredient 7086, Ingredient 124737, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87271, Ingredient 201, Ingredient 5467, Ingredient 83935, Ingredient 215, Ingredient 459, Ingredient 613, Ingredient 1605, Ingredient 1613, Ingredient 1964, Ingredient 2195, Ingredient 3793, Ingredient 5405, Ingredient 6416, Ingredient 7737, Ingredient 9276, Ingredient 9277, Ingredient 9314, Ingredient 13891, Ingredient 24061, Ingredient 28559, Ingredient 38080, Ingredient 44465, Ingredient 73771, Ingredient 81751, Ingredient 95438, Ingredient 131996, Ingredient 1999, Ingredient 9315, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87278, Ingredient 185, Ingredient 205, Ingredient 1605, Ingredient 4668, Ingredient 5437, Ingredient 7783, Ingredient 8376, Ingredient 8379, Ingredient 28559, Ingredient 30442, Ingredient 44465, Ingredient 95426, Ingredient 132762, Ingredient 134800, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87281, Ingredient 5986, Ingredient 9308, Ingredient 44465, Ingredient 69227, Ingredient 124737, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87283, Ingredient 227, Ingredient 613, Ingredient 8172, Ingredient 9314, Ingredient 95426, Ingredient 134800, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87286, Ingredient 1605, Ingredient 2023, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87287, Ingredient 201, Ingredient 5467, Ingredient 83935, Ingredient 215, Ingredient 1588, Ingredient 1802, Ingredient 3793, Ingredient 7086, Ingredient 24061, Ingredient 28559, Ingredient 44465, Ingredient 133629, Ingredient 9344, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87288, Ingredient 227, Ingredient 3793, Ingredient 9310, Ingredient 9321, Ingredient 28559, Ingredient 51508, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87289, Ingredient 201, Ingredient 1586, Ingredient 144962, Ingredient 3793, Ingredient 7086, Ingredient 8376, Ingredient 9314, Ingredient 10541, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87290, Ingredient 1590, Ingredient 1601, Ingredient 5986, Ingredient 7086, Ingredient 8376, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87293, Ingredient 1596, Ingredient 1604, Ingredient 1605, Ingredient 9275, Ingredient 9375, Ingredient 10537, Ingredient 12522, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87298, Ingredient 80, Ingredient 1496, Ingredient 1604, Ingredient 1607, Ingredient 2008, Ingredient 2023, Ingredient 4550, Ingredient 5272, Ingredient 7086, Ingredient 9344, Ingredient 33173, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87299, Ingredient 4550, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87300, Ingredient 124, Ingredient 459, Ingredient 1387, Ingredient 2042, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87301, Ingredient 227, Ingredient 3793, Ingredient 7086, Ingredient 9310, Ingredient 41609, Ingredient 61707, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87302, Ingredient 1589, Ingredient 2269, Ingredient 9274, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87304, Ingredient 227, Ingredient 1602, Ingredient 1610, Ingredient 1611, Ingredient 5986, Ingredient 7431, Ingredient 9276, Ingredient 9300, Ingredient 44465, Ingredient 69227, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87305, Ingredient 1588, Ingredient 1604, Ingredient 2008, Ingredient 3793, Ingredient 3962, Ingredient 7047, Ingredient 7086, Ingredient 9300, Ingredient 9308, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87306, Ingredient 1589, Ingredient 12522, Ingredient 24061, Ingredient 28559, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87307, Ingredient 5468, Ingredient 7086, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87311, Ingredient 418, Ingredient 4851, Ingredient 9926, Ingredient 1625, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87313, Ingredient 124, Ingredient 263, Ingredient 1153, Ingredient 1496, Ingredient 1592, Ingredient 1601, Ingredient 1605, Ingredient 1610, Ingredient 2908, Ingredient 6509, Ingredient 7086, Ingredient 8469, Ingredient 9308, Ingredient 9310, Ingredient 23454, Ingredient 41609, Ingredient 51508, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87315, Ingredient 1592, Ingredient 1605, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87316, Ingredient 124, Ingredient 204, Ingredient 1589, Ingredient 7047, Ingredient 7477, Ingredient 9296, Ingredient 68271, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87319, Ingredient 124, Ingredient 227, Ingredient 1605, Ingredient 6509, Ingredient 28559, Ingredient 44465, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
